q,dq,cost
2.887192579415477,7.413356636913753,605.4991819973774
1.1666902403031758,0.8666545057837771,65.1685485610342
0.6242771245843269,5.067246317353643,21.064327621735178
0.08476178280152881,3.2399115697487115,0.6853278849073315
0.20756710931043462,4.275768099718004,2.758271398376283
2.085369494571842,1.142699138109406,247.97129888931428
2.9059285968262603,6.149781999744217,592.3886066347947
1.2399985344927973,3.0581217006561703,82.16116060797046
1.1763970253878056,5.086928880804471,80.24212851034822
0.28084790358747797,7.997929112555937,6.538901168342548
2.509829347652305,4.855518859519695,419.05190275397666
0.9859190198149579,1.5121565456827106,45.87053662485519
0.07522145086991795,5.823353362655512,1.107100885380648
0.3524077938943465,3.7025414570028072,6.358545101579805
2.9245429678443147,2.2616834455953807,540.9381255631266
1.1249182010984957,5.932152854646797,75.84231062236046
0.9858003412632306,1.2308992822449163,45.259887640056235
0.0521766723744396,4.262474349972302,0.5693937950200914
2.106832278168567,7.164166691332331,311.308483139089
2.8649984808422735,0.8294917556878758,498.207143528778
1.4897862448322072,0.6565055189081619,113.00347922201112
2.8586514948337425,1.1642235230752824,500.1723314909823
2.6201582185384757,3.723874640523931,444.3895075857876
2.2212319417624293,5.822799790050239,332.7252081513569
0.6237486682199579,2.437046240312493,17.86901894009181
1.7816041130050053,6.907388551431855,215.10606557831153
2.234852092024935,3.1285085965983486,308.4984612863106
0.39357619304680735,7.950345978319696,11.105415669261173
0.46168024771179367,1.3544913536687462,9.000143255436372
2.355320999851257,6.52197050869237,385.76430329182193
2.8944878806293177,7.206858021110971,605.1265934048238
0.6523424876269917,7.497651209755269,26.9177852388425
0.9185481046604806,6.470168231952969,50.620237806860615
1.073021863693729,7.533325799725412,74.40473466319754
2.8164998912575303,2.448075325114602,501.14686839423246
0.32183565831982636,5.11139950249743,6.13287955545914
1.085802458468102,7.339043221624345,75.52152262020591
0.35122296266269004,7.77353601845561,9.044024531379764
1.4585958484903698,0.051563801979911617,105.15612445689294
0.16339406706798806,5.563521588343682,2.3277896260873434
