q1,q2,v1,v2,cost
2.404297527004655,3.1896956904021034,4.726544088688225,6.726544088688225,55.423740725605946
0.4842887038822961,1.2696868672797443,6.431121347183565,0.43112134718356465,27.08620063203085
2.900317564715931,3.6857157281133794,6.972202140135983,0.9722021401359839,106.80035102377076
1.170540387921999,1.9559385513194474,0.4383367138431238,2.438336713843124,23.89271534945728
1.1002168433868749,1.8856150067843231,0.09251845483410293,2.092518454834103,22.622349467173553
1.916505945377822,2.7019041087752704,3.898502587366294,5.898502587366294,34.63599510548375
1.8313998410036807,2.616798004401129,4.105265256889749,6.105265256889749,34.426479334994404
0.5114805840449982,1.2968787474424466,6.466665527064653,0.46666552706465225,27.514201752133797
0.28141768619108803,1.0668158495885363,7.483220696489318,1.4832206964893189,28.618339408528694
0.5339802423060425,1.3193784057034907,7.0567685043595265,1.0567685043595265,29.815225592980973
0.7683439182553965,1.5537420816528447,5.31299032233481,7.31299032233481,35.02565482750019
1.2830589272973951,2.068457090694843,3.651159327956324,5.651159327956324,31.238187619648077
3.0265722128915695,3.811970376289018,3.562999228880087,5.562999228880087,136.7685507512674
0.8999661438265331,1.6853643072239812,7.585669035323548,1.5856690353235479,32.48011031694353
3.0571117597847572,3.8425099231822055,2.210696605386257,4.210696605386257,126.24381839212482
2.642665265068264,3.428063428465712,6.911955675335165,0.9119556753351645,55.76651535896673
0.272091401379747,1.0574895647771954,7.468471659955454,1.4684716599554548,28.409247832201256
0.30861235338768334,1.0940105167851315,0.4222561893052994,2.4222561893052994,10.962151977885139
1.4312675470907672,2.2166657104882157,1.870533774256601,3.870533774256601,28.008698368107847
0.7966642045031542,1.5820623679006025,1.9793815069707312,3.9793815069707312,25.14383571196958
2.510321394629536,3.2957195580269842,4.88713683381718,6.88713683381718,71.44815991901534
1.319103212860258,2.1045013762577063,4.438533830828364,6.438533830828364,33.04751074160356
0.10163498326127142,0.8870331466587197,5.321723896121738,7.321723896121738,28.705737867214587
2.108151834651879,2.8935499980493273,2.630170906046012,4.630170906046012,34.019141941159056
1.6820457407361264,2.4674439041335745,4.18511305066883,6.18511305066883,33.71399731013422
2.248692051863292,3.0340902152607403,2.2806719472945067,4.280671947294507,36.101713381152464
0.3777517962924143,1.1631499596898625,1.0825502457174085,3.0825502457174085,15.490579388863084
2.893837133614007,3.6792352970114552,5.355274444403352,7.355274444403352,139.33938885120767
2.8684655272495982,3.6538636906470465,5.703790079409172,7.703790079409172,139.65184977141746
0.12635860722156017,0.9117567706190084,7.670452060829198,1.6704520608291986,26.678382971832082
1.970445611317554,2.755843774715002,5.098143018907226,7.098143018907226,38.587053308329374
0.8041084781127812,1.5895066415102295,3.311301997566158,5.311301997566158,29.05323654069987
2.915690067664217,3.7010882310616653,2.994404636664288,4.994404636664288,118.308165127867
0.6804816865782269,1.4658798499756753,2.863201920870832,4.863201920870832,26.866081317744957
1.653207187316856,2.438605350714304,4.955724047771553,6.955724047771553,35.35755580037322
2.6226035222296367,3.408001685627085,4.861986383002375,6.861986383002375,95.79524042695051
1.335535475911804,2.1209336393092526,6.984230408362457,0.9842304083624569,30.93908189378325
2.7406031986807498,3.526001362078198,4.207481944742507,6.207481944742507,107.59760012352552
1.6167186904519524,2.4021168538494004,4.969221307160592,6.969221307160592,35.20452088357395
2.834163302010868,3.6195614654083164,1.5608952210606741,3.560895221060674,77.01730626892963
1.786965091409893,2.572363254807341,4.4073911133106005,6.4073911133106005,34.83699290681551
1.8249494425053527,2.610347605902801,6.27737569401175,0.27737569401175044,31.073596186509228
2.2041994280624952,2.9895975914599435,3.5907849146653126,5.590784914665313,38.785863234377594
2.764547605459465,3.5499457688569134,4.352558997816146,6.352558997816146,113.87950277748443
1.3011105033304646,2.086508666727913,1.8747039304053548,3.8747039304053548,27.536066676835695
0.8459477665252267,1.631345929922675,2.6464115932161647,4.646411593216165,27.405469067879885
3.137806141180758,3.9232043045782063,3.6076292084399793,5.607629208439979,145.20169300084459
2.3970790370065207,3.182477200403969,2.4490537386987254,4.4490537386987254,41.79468158471515
1.5402017509206427,2.325599914318091,5.49822719216571,7.49822719216571,36.10820471956984
2.053419044428728,2.8388172078261764,5.775644245060557,7.775644245060557,42.69519585686102
2.955529244534181,3.7409274079316295,4.273148771089037,6.273148771089037,136.4280964731976
1.3326196180996173,2.1180177814970653,7.305285672825327,1.3052856728253275,31.53698929958279
2.839057898476785,3.624456061874233,3.4137950480511865,5.4137950480511865,112.50519708923213
0.09236940066264628,0.8777675640600946,0.6517970611947499,2.65179706119475,6.082605796541414
0.3285114474698145,1.1139096108672628,3.7853712282005887,5.785371228200589,25.920872518745924
2.5355771944321437,3.320975357829592,7.422089373611508,1.4220893736115077,50.56542296454393
3.141348737329881,3.9267469007273292,5.892291086883152,7.892291086883152,157.66096948790522
1.629026954889843,2.4144251182872916,6.166931634266107,0.16693163426610624,30.058149693656183
0.1993309849467757,0.984729148344224,5.161747387226337,7.161747387226337,29.804113165782137
2.5556575218958724,3.3410556852933206,3.372117874002705,5.372117874002705,58.97616809314437
2.3228896559862693,3.1082878193837176,2.487941897051506,4.487941897051506,38.97125884369825
1.5873081846114052,2.3727063480088537,6.395573393388529,0.3955733933885277,30.30009921601798
2.282556831278718,3.067954994676166,2.3379551719017977,4.337955171901798,37.20543081096157
2.8545021966475717,3.63990036004502,5.071531005796174,7.071531005796174,133.4337105987143
0.7413610738477608,1.526759237245209,5.629545892926607,7.629545892926607,36.098526461118496
0.40551437114793165,1.19091253454538,0.5161380578232189,2.516138057823219,13.770092818578103
2.201396957819701,2.986795121217149,0.5057636616429964,2.5057636616429964,31.033418374550937
2.7865898398533613,3.5719880032508096,4.835023690477923,6.835023690477923,123.20272814505441
0.36215932542901774,1.147557488826466,5.673019736041721,7.673019736041721,34.19844185672589
1.4477086434711015,2.23310680686855,7.410551454115051,1.4105514541150512,31.778970788543045
0.9820285754340722,1.7674267388315203,6.40678322001894,0.40678322001894074,29.649394156225856
1.0755615539470784,1.8609597173445267,7.7642072152939905,1.7642072152939896,32.71457844827299
0.08239247072325544,0.8677906341207037,7.530421977275392,1.5304219772753918,25.011159696815312
0.8600670412021395,1.6454652045995877,4.9651971015421745,6.9651971015421745,34.01834134789532
1.7827822127667678,2.568180376164216,0.7035535248238967,2.7035535248238967,27.398495994832103
2.195785832593844,2.9811839959912922,2.5761655105016006,4.576165510501601,35.59944269886822
